8.543549978805071721e-01,4.401491324598333921e-01,9.138821842776836402e-01,8.202157074166880335e-01,5.417680552435200081e-01,9.588678665374371635e-01,8.170157963996834694e-01,9.271135063637938600e-01,7.028714506187281330e-01,6.397857335835800408e-01,9.348071549286668391e-01,4.922778021776079704e-01,7.536398816359907160e-01,5.842540724912301808e-01,8.618279747879282748e-01,9.950061038440782823e-01,8.386560025860670953e-01,5.528988856079792846e-01,5.848666710244854183e-01,8.605519377670836079e-01,8.269096135146677407e-01,8.564267707806521024e-01,9.970916293407694475e-01,6.961792474372151540e-01,7.875268254862056727e-01,9.188944503641359729e-01,9.331762333721828062e-01,7.025785458950440932e-01,5.936601878839814495e-01,5.799125825827780023e-01
7.388819615905854732e-02,3.107363648177253745e-01,1.492668505185668071e-01,1.812490384350253780e-01,6.252565745204877179e-02,7.199567597300011723e-01,2.583039528982177258e-01,1.910003218805608471e-01,3.064391312576686399e-01,1.957874162966057319e-01,2.712948313723562155e-01,2.450166053093797702e-01,7.962448900638410820e-02,4.345810344487538446e-01,4.438721638424181215e-01,7.563411800044588240e-01,7.609477297706476739e-02,4.005662798045514505e-01,4.748626532036426262e-01,4.603704867066575335e-01,1.747360253875935021e-01,3.869876383142370480e-01,8.426878129295471975e-01,3.096726569117972949e-01,3.868371964125797979e-01,1.503592198678629088e-01,1.470189940122082761e-01,4.776583444213689522e-01,3.870084639542271665e-01,3.878704393667079531e-01
8.126348457374112100e-02,3.136020997108095454e-01,1.622053547774402471e-01,1.922752773435175144e-01,6.669432192776424129e-02,7.304995437948794690e-01,2.702057107074806730e-01,2.062227531238154388e-01,3.150631948107739944e-01,2.034059660749804321e-01,2.889599307007171269e-01,2.499079687698696484e-01,8.612539544901368083e-02,4.381429216103993607e-01,4.560837459875459188e-01,7.742739414183550384e-01,8.338982958205440332e-02,4.041182394646106180e-01,4.775170334523964888e-01,4.721879185393552114e-01,1.857844433837287923e-01,3.998495054294876616e-01,8.554712602215293060e-01,3.181011818732136787e-01,3.969640683283553462e-01,1.635608237043132684e-01,1.607435569215516780e-01,4.833436278786412688e-01,3.917960782373820505e-01,3.923166270784894660e-01
1.933107920162061844e-01,3.420072861268165787e-01,3.339148866689283790e-01,3.244059128997303088e-01,1.221900742410992474e-01,8.188322610001331769e-01,4.008413481944434476e-01,3.957301314511838530e-01,4.043320809397420446e-01,2.881732888827527872e-01,4.865726579792379325e-01,3.004235267868964887e-01,1.772643624307528309e-01,4.728375910523661130e-01,5.746120955638368555e-01,9.000492305637340928e-01,1.921793427526752307e-01,4.389081360487059880e-01,5.032101878681496387e-01,5.860175416300866802e-01,3.197474357010435808e-01,5.286584997797403318e-01,9.394977135072336560e-01,4.050884559730868473e-01,4.981288121315487483e-01,3.390782952271977901e-01,3.467115737958989530e-01,5.382851198248420621e-01,4.390076173854774999e-01,4.361016010252600772e-01
1.349005285373658936e-01,3.296072687705756121e-01,2.496131915668873547e-01,2.619027392882328220e-01,9.455055271971500586e-02,7.838139896454606736e-01,3.414113743371429699e-01,3.053667008769011537e-01,3.646604411911778532e-01,2.491864690469675070e-01,3.968164521390461497e-01,2.779394394881278818e-01,1.310766435428519228e-01,4.578284004617341196e-01,5.237663175912763425e-01,8.559044268361661878e-01,1.358365630020033077e-01,4.238152601152441190e-01,4.921278497559353760e-01,5.373543065024101173e-01,2.560701460414286368e-01,4.725818715199471831e-01,9.110778228630612707e-01,3.664786332999337981e-01,4.540012232462644626e-01,2.528945174820011466e-01,2.548519098609515199e-01,5.146353886990909787e-01,4.184658581018224632e-01,4.170608893428137121e-01
1.085785806965943075e-02,2.585823893417941721e-01,2.573712876583293327e-02,5.193711224509586777e-02,1.738577004015231381e-02,4.816806747964568758e-01,9.689503865732011778e-02,3.614057172435018728e-02,1.692152337118949523e-01,8.866614051658687490e-02,6.457596062661805081e-02,1.637602873633310363e-01,1.641343074598032581e-02,3.677928981094054639e-01,2.360625764722698861e-01,3.125760699685919408e-01,1.201336963476359876e-02,3.346606208438780428e-01,4.242652926109151679e-01,2.550022457703853829e-01,4.784700923561030494e-02,1.829384522092390719e-01,4.400120037735412160e-01,1.744613507864062607e-01,2.179124790500470699e-01,2.529785928569621908e-02,2.217218243216461174e-02,3.711142391594979273e-01,3.000323491521387775e-01,3.066845970715859071e-01
6.982628224374022585e-02,3.090504986819538336e-01,1.420320599258212690e-01,1.749710814505275602e-01,6.017895452255003080e-02,7.136126669394795563e-01,2.514367977578423341e-01,1.824202894148396481e-01,3.014077572904117486e-01,1.913899449478050352e-01,2.611853084362692479e-01,2.421580801284282936e-01,7.599833788168855464e-02,4.324803575949597301e-01,4.366901860596056340e-01,7.453055498513044830e-01,7.206561186714989520e-02,3.984731942519297299e-01,4.732955061412575937e-01,4.534105607358143164e-01,1.684572390025920186e-01,3.794629464681186226e-01,8.347139926920416064e-01,3.047526796347449496e-01,3.809008168260045735e-01,1.429815981776584588e-01,1.393773882445818735e-01,4.743029656673745098e-01,3.841908269070037352e-01,3.852530000680555178e-01
6.489025216828907261e-02,3.068826681869346040e-01,1.331317265354644286e-01,1.671252631083173790e-01,5.727267943885425150e-02,7.053009107875923833e-01,2.427568293325191029e-01,1.717957116793291938e-01,2.949856276850750247e-01,1.858277167936868701e-01,2.485059286461118455e-01,2.385033078411273599e-01,7.154344618341633433e-02,4.297733859258303646e-01,4.274625672978684676e-01,7.305880365894255046e-01,6.715747089946677573e-02,3.957779083365589590e-01,4.712741515767379652e-01,4.444571834548873834e-01,1.606230398247678604e-01,3.698390591327584409e-01,8.239502688319594315e-01,2.984697158430796859e-01,3.732934356512075946e-01,1.339103988396019851e-01,1.300120391069596593e-01,4.699768909385239057e-01,3.805666233700297774e-01,3.818854446201312425e-01
1.052972142845522846e-01,3.216115903288034317e-01,2.027348362594046660e-01,2.254438112803852090e-01,7.961790246496230905e-02,7.583533489667623195e-01,3.049049642337909871e-01,2.529556853840514430e-01,3.396053816845822082e-01,2.256432460220831049e-01,3.412317159565940172e-01,2.637885298235773668e-01,1.066964550614294405e-01,4.480381993004509678e-01,4.901297229323852700e-01,8.189391320598534696e-01,1.070048257926866780e-01,4.140053053700911700e-01,4.848733188139165984e-01,5.050331728282337895e-01,2.191641662030834048e-01,4.361406824893990231e-01,8.864068392731981882e-01,3.420581692455985090e-01,4.254453670223338202e-01,2.049614102463510890e-01,2.041337625317736493e-01,4.991044571255386919e-01,4.051597247668248247e-01,4.047198321510274144e-01
6.823790143693538868e-01,4.084117772577707250e-01,8.026873393376255938e-01,6.922442433263726880e-01,3.764822780531884572e-01,9.329974970377338250e-01,7.109534277150596493e-01,8.336047605258198878e-01,6.151146878218770597e-01,5.274637357934954807e-01,8.593205866570637896e-01,4.288131468784071032e-01,5.707140784259017163e-01,5.496416397538816945e-01,7.941327846449409700e-01,9.868983069509029704e-01,6.636290697341691303e-01,5.171270936057786871e-01,5.595035441547725474e-01,7.953381091540081549e-01,6.975231941886518294e-01,7.791987698638340731e-01,9.923489051382763382e-01,6.101661448294257717e-01,7.101737275973556418e-01,8.108160243891701091e-01,8.333272345620558186e-01,6.542552882832685102e-01,5.456275340140956942e-01,5.350469606138050782e-01
