1.053563192618568040e-01,2.956074056287970042e-01,6.251388552834570289e-01,4.708558915749008200e-01,9.917106474654049375e-01,5.318657811111306977e-01,8.909548157624566089e-01,8.137123238366961164e-01,8.361139111523022693e-01,4.914831383805305376e-01,5.287101802753525481e-01,6.718004303593132498e-01,4.910097067636393087e-01,9.626535687631212479e-01,7.817971934327163641e-01,7.004305216235672260e-01,6.472177466809522217e-01,5.788815836436035367e-01,4.058367367887176780e-01,5.385745768533767297e-01,4.347544180452249107e-01,5.290970970870467749e-01,9.157832382780889402e-01,6.845234926250408636e-01,4.430743559400490694e-01,8.792030258216771976e-01,9.227035419555995599e-01,4.383877478986404341e-01,8.309174361836422218e-01,4.999231137353094545e-01,4.497568286943107729e-01,4.257552538877234505e-01,6.167339571910270823e-01,8.777872624233462595e-01,7.899518485456185068e-01,2.923679818590102508e-01,7.977459740455777881e-01,6.006176981609938625e-01,6.211259205396495453e-01,1.919650971431930142e-01,5.501442558473069733e-01,7.001089049023522248e-01,5.493757722721915870e-01,7.607267921655771481e-01,5.324548125002082077e-01,1.781864392419907905e-01,6.994165634569573520e-01,8.482372735895715721e-01,6.810332113036368096e-01,5.375659283136485778e-01,1.069475353971010428e-01,2.064396833964287636e-01,6.281053989697429341e-01,8.305089940937491200e-01,6.144652122551884643e-01,7.997300355034819841e-01,5.944466155588224998e-01,1.752258693940445811e-01,7.176821943541171755e-01,7.064759277187804276e-01
1.757061018343169523e-01,3.762189611322193095e-01,7.788277627296276151e-01,5.902724045007822218e-01,9.965079218668855265e-01,5.971413006051734529e-01,9.493588277266075126e-01,9.190593403822729934e-01,9.037947078898723730e-01,6.386889758865359479e-01,7.123268841351856340e-01,7.063168388147611498e-01,6.579755504666821020e-01,9.812266210870156380e-01,8.970797992300418855e-01,7.791863822875211287e-01,6.860863094810182305e-01,7.319492715190346610e-01,4.552783645395883649e-01,5.727216567101406364e-01,6.727395663562303341e-01,5.592024768519994193e-01,9.629276122420558082e-01,7.690074800172287395e-01,5.520539185044189834e-01,9.164480030658012089e-01,9.610875437323455062e-01,5.081360251264862571e-01,8.897300382406219121e-01,5.409096903178101101e-01,5.294373746451818130e-01,4.570202472535505045e-01,7.450893803098309620e-01,9.367701143000576325e-01,8.979103984858199938e-01,4.836407683988142581e-01,8.684188012802530610e-01,6.515268291246117949e-01,7.220016566700276917e-01,3.415183255333087975e-01,6.316848493615266902e-01,8.131772991700766395e-01,6.496921870968257462e-01,8.946937393156898510e-01,5.686436841267047404e-01,2.654156797207120611e-01,7.485466485163467798e-01,9.303754042843653815e-01,8.289742334599008444e-01,6.227416224843995707e-01,2.219997284257796411e-01,3.360893824647582795e-01,7.575169073937261244e-01,9.284411901464966199e-01,6.788375880333520351e-01,8.682625596491257980e-01,7.410811443455455061e-01,2.536763611123913353e-01,7.785467853663292637e-01,7.898681643820877341e-01
2.219770103211978970e-02,1.330196023865617971e-01,1.733210323380671991e-01,1.894745807879883448e-01,9.147178019004059690e-01,3.520200157686007580e-01,4.492744323995785383e-01,2.357454337360232466e-01,4.839400724781073304e-01,1.532768660055136845e-01,1.108911999811529048e-01,5.668568060079597348e-01,1.244428438488834887e-01,7.838414304182395043e-01,2.331962389256012624e-01,4.273781989882829424e-01,5.302526551120825271e-01,1.699409100261276284e-01,2.806608911702198061e-01,4.429346754731832703e-01,4.788133565552161325e-02,4.451437781466714427e-01,4.926599556808809455e-01,3.981863000239843631e-01,1.910860686984914292e-01,6.999427230362763597e-01,6.135832287778445471e-01,2.640052308714355700e-01,5.539054748779150827e-01,3.878920582128291272e-01,2.519591456170728327e-01,3.427377014527229759e-01,2.349985078101561320e-01,4.907265235182955432e-01,2.626049591259271287e-01,4.090878019768069696e-02,4.860124944422272719e-01,4.511556820575939875e-01,3.138600812593096423e-01,2.650802766519963841e-02,3.236491612545458474e-01,2.930587227539582229e-01,2.757130750860364299e-01,1.721555999754549870e-01,4.314481839845830113e-01,4.994894101042351292e-02,5.401701897396875562e-01,3.323833204095862914e-01,1.800378954498359219e-01,3.052722690365576863e-01,1.065283599507933603e-02,3.940737214901169488e-02,2.346533420467903086e-01,2.474323242669461687e-01,4.213732842267937095e-01,4.986029188062506834e-01,1.862877402825497686e-01,5.453522756835314095e-02,5.083635369198327147e-01,4.113194665834659647e-01
1.553710032117097406e-01,3.553276360948952606e-01,7.452082076202997118e-01,5.610518404024381622e-01,9.956700553375114060e-01,5.811561378871930028e-01,9.384720678625020351e-01,8.995624066450851331e-01,8.897792659820373817e-01,6.034190474423207773e-01,6.704177002198175028e-01,6.979428925498389891e-01,6.184219023254802217e-01,9.777039320245299869e-01,8.748341160258965576e-01,7.610984067685870880e-01,6.766478865511107443e-01,6.972155106969037952e-01,4.428769762499808471e-01,5.642924822696286924e-01,6.169079825460513922e-01,5.517573580069643491e-01,9.543860365655675304e-01,7.495846933199643569e-01,5.250475583209119890e-01,9.083103136422093771e-01,9.537425481960720708e-01,4.907368263330974534e-01,8.770557153976507037e-01,5.307602895166934065e-01,5.096301384538652890e-01,4.492137681085491829e-01,7.159275753567868605e-01,9.252450893034643853e-01,8.768807104035766242e-01,4.332188656967455032e-01,8.531092482819413458e-01,6.391519079894601996e-01,6.984960768370280793e-01,2.993398374012554708e-01,6.119358992603477487e-01,7.885267905839381530e-01,6.256243454805952009e-01,8.693797979956014998e-01,5.597087782763042751e-01,2.414330910921562712e-01,7.368560813514141161e-01,9.149782576180213178e-01,7.981476733287048431e-01,6.020737376639039296e-01,1.869896991045736645e-01,3.002482852829653215e-01,7.283700993302050231e-01,9.106134185360709177e-01,6.633635512321665040e-01,8.533644630662746700e-01,7.079377336583067004e-01,2.322209923791240804e-01,7.643527851942006901e-01,7.709021024047386650e-01
9.296597193293400577e-03,8.207356633763884801e-02,6.445833185300196833e-02,1.024060429069567069e-01,7.461840981407500406e-01,2.677412248926802629e-01,1.915289582605845808e-01,6.923454110928811689e-02,2.742308994427367086e-01,6.862278574138697129e-02,3.695192773656121726e-02,5.072485518909440882e-01,4.839671875363244641e-02,5.586517981521670340e-01,7.488268083743856995e-02,2.879514418068949144e-01,4.651874962453085849e-01,6.862900075703808056e-02,2.241405900595022649e-01,3.928709877004056272e-01,1.150210635097574999e-02,4.010550672404494255e-01,2.098611577923807647e-01,2.591513892266924524e-01,1.096224443252010738e-01,5.588231542306855149e-01,3.497463648351069598e-01,1.911552994328269972e-01,3.724339245579976199e-01,3.316295044191440167e-01,1.730810195904684268e-01,3.015394987885610667e-01,1.121478369551308363e-01,2.469252318200488572e-01,9.133816318861062711e-02,1.245353893335990336e-02,3.052506282724288256e-01,3.728151276801442426e-01,1.873772485859024062e-01,8.443351947521330475e-03,2.243334457346555788e-01,1.408669638508865396e-01,1.693178943633927847e-01,4.591724991199710310e-02,3.790000439157612533e-01,2.398965432813967083e-02,4.487392897601451547e-01,1.197101791289115341e-01,6.083919216668353530e-02,2.067876295296397215e-01,2.947191716336468488e-03,1.499658492233016394e-02,1.093004221835975343e-01,7.161437822324551172e-02,3.235574035452629116e-01,3.204660447767081477e-01,7.793790850287950212e-02,2.785463439890482201e-02,3.895332157825320829e-01,2.645874918794475783e-01
1.954782481354548629e-01,3.951751427107253467e-01,8.059265618003101928e-01,6.157133370058347488e-01,9.971156194486010538e-01,6.111719780252576895e-01,9.574769604994769479e-01,9.334174220967240698e-01,9.148869257972518376e-01,6.688272171783004039e-01,7.467583063086079553e-01,7.136409534155968570e-01,6.913797513365453895e-01,9.838940707857946055e-01,9.138312413905783638e-01,7.944139536100617294e-01,6.943441590082030102e-01,7.605990785049285829e-01,4.663425039053830656e-01,5.801747196274199547e-01,7.185948395613684925e-01,5.657942882942327278e-01,9.692077364889675195e-01,7.853571747817750248e-01,5.757954427707968614e-01,9.231208025623459656e-01,9.666626599893127780e-01,5.235776194551007290e-01,9.000145243441635134e-01,5.498979212852052045e-01,5.469578896057057937e-01,4.639731036511166029e-01,7.692858881154971407e-01,9.455973306089117125e-01,9.138570333733528894e-01,5.287475191320905044e-01,8.808630386406802737e-01,6.623519754385455149e-01,7.419104022545492949e-01,3.812432380322983150e-01,6.488685165863764537e-01,8.331665441692928109e-01,6.704564738268083968e-01,9.134477410139629772e-01,5.765440000711928858e-01,2.879552548937100998e-01,7.586385939031359271e-01,9.418478181403516780e-01,8.531170906747687077e-01,6.407376705782313886e-01,2.568349232322710840e-01,3.696115347520210759e-01,7.815644904014834582e-01,9.414658968672000583e-01,6.922635043898496265e-01,8.804014335235114119e-01,7.683907744457656452e-01,2.738020733149236219e-01,7.906341851564144818e-01,8.057283935449953693e-01
3.456697527662595804e-02,1.685381991174899896e-01,2.712435114024461802e-01,2.528526531279131628e-01,9.543567539809496569e-01,3.998802856419806373e-01,6.068587922056423167e-01,3.911305044629521110e-01,5.997821134396215115e-01,2.234780744884880543e-01,1.863819946615370426e-01,5.969663640435118879e-01,1.945090089273535106e-01,8.618838475517366371e-01,3.757385468923012395e-01,5.058737872790469714e-01,5.635498160116463318e-01,2.575005747211845386e-01,3.129860943612832735e-01,4.692849175790100857e-01,9.664593911729639497e-02,4.682715382572849583e-01,6.545861191108226507e-01,4.789350247597425891e-01,2.484518826224266785e-01,7.616892806351186485e-01,7.351146807232208369e-01,3.078803448630818562e-01,6.450197998207092276e-01,4.182390736368115647e-01,3.009416137687682125e-01,3.650034581530832711e-01,3.269626389347672357e-01,6.268843091251068422e-01,4.061073691845605849e-01,7.404471232072776243e-02,5.840291887509198032e-01,4.927960466944177886e-01,3.944035807128349336e-01,4.724987608889334723e-02,3.828778362359046006e-01,4.007846760459873869e-01,3.444183438069226000e-01,3.066918701570949257e-01,4.591938467765530607e-01,7.220048318899210948e-02,5.866667196655136474e-01,4.929739887936282483e-01,2.918262243382622190e-01,3.651570035224555588e-01,2.054277946572027197e-02,6.402169097810811449e-02,3.296096113693595120e-01,4.098424651324051315e-01,4.749333464075927158e-01,5.936765707906720424e-01,2.767929965362324607e-01,7.642305035046467743e-02,5.701412989613832139e-01,4.959539664953544480e-01
2.350975499384921896e-02,1.372170971807321338e-01,1.841857558993597599e-01,1.969118906975151906e-01,9.211989334611466740e-01,3.580511810987277999e-01,4.697004131901501012e-01,2.532167688740302181e-01,4.990518534864196720e-01,1.611995576785099638e-01,1.188619118287301962e-01,5.707732359446692216e-01,1.320849862880636161e-01,7.954686069183012354e-01,2.493095979562474085e-01,4.373827047476836483e-01,5.345689471650002522e-01,1.797463888789229136e-01,2.847145031444910379e-01,4.463185657366410264e-01,5.252083781080978120e-02,4.481156717225612818e-01,5.142156475735198962e-01,4.083889875620037579e-01,1.978764215891780920e-01,7.084042508176695563e-01,6.305120039944336341e-01,2.694339558613827457e-01,5.660059637454464276e-01,3.917630777136113518e-01,2.579708393965280400e-01,3.455734268227418915e-01,2.457923710903538173e-01,5.086521777265272659e-01,2.792215804549962876e-01,4.421037778883663699e-02,4.987555072225664521e-01,4.565006071557369260e-01,3.237556155167330418e-01,2.857832199653999317e-02,3.310244852720964914e-01,3.060030571574050007e-01,2.840878575742623036e-01,1.864762147308355045e-01,4.350065475151934646e-01,5.240452667309266482e-02,5.462246184395312953e-01,3.518094204659052426e-01,1.923380801123593387e-01,3.126873371105539090e-01,1.159838808430923261e-02,4.198068082657095690e-02,2.457692097653997043e-01,2.658250054114396632e-01,4.282054237370704342e-01,5.110083502156723689e-01,1.965446551070760828e-01,5.698547257878675693e-02,5.163866207113427809e-01,4.220510716948647767e-01
6.763121095682260442e-02,2.378524453394899596e-01,4.752738791349960246e-01,3.751512445428571429e-01,9.832839440284704136e-01,4.776293814160325613e-01,8.056979606001383187e-01,6.668859991658264708e-01,7.560227354279139833e-01,3.711855132973063687e-01,3.701375545214844465e-01,6.421420842310087140e-01,3.544188129216938044e-01,9.353629321309877565e-01,6.341667996806601426e-01,6.255614669360480828e-01,6.139320423537765192e-01,4.397102313693923015e-01,3.667842141046104842e-01,5.104015607229024365e-01,2.562919651634283924e-01,5.043427684684917978e-01,8.422805282476688582e-01,6.046890332857424166e-01,3.575248149294122380e-01,8.388860032217074769e-01,8.682835256073370145e-01,3.830592108465314949e-01,7.662404924516484916e-01,4.664263675598576131e-01,3.863665846695041317e-01,4.006439111471556402e-01,4.970631183235361128e-01,7.990481757245634364e-01,6.526721207936165836e-01,1.747522006588235477e-01,7.214885223091432875e-01,5.573060821288078337e-01,5.296139716142748144e-01,1.115593030198214070e-01,4.812731368984751734e-01,5.839606521730927868e-01,4.639440257792541988e-01,5.875704703144962737e-01,5.026272186320172031e-01,1.250190153761684408e-01,6.555059571233573523e-01,7.328263508804877535e-01,5.222295757935579985e-01,4.660968493384229916e-01,5.565154756013641207e-02,1.312194181139380855e-01,5.054578776110094651e-01,6.886913115674645480e-01,5.586200781730860099e-01,7.261935198547708747e-01,4.590542159534079514e-01,1.264394104395697438e-01,6.611020829264699916e-01,6.258038867405701922e-01
2.820592812488708148e-02,1.513131518872924131e-01,2.222217212844345147e-01,2.220226452771853765e-01,9.389242849170266192e-01,3.775285713948867139e-01,5.350168314212385701e-01,3.141996577258402423e-01,5.469987699877268961e-01,1.886019529967699060e-01,1.475667082992140333e-01,5.831698199308366082e-01,1.590670032822005253e-01,8.293346818867791681e-01,3.052938728713447958e-01,4.695071368454257765e-01,5.482610206936072705e-01,2.138566175910533718e-01,2.978396648850398232e-01,4.571138940036839071e-01,7.024854761480438248e-02,4.575925204036718208e-01,5.820503962285689115e-01,4.413303311032403253e-01,2.206755283384613797e-01,7.343600154079076292e-01,6.821092951570557616e-01,2.871630121853884221e-01,6.039110313127995511e-01,4.041649392724951384e-01,2.777054552493150030e-01,3.546660017845647550e-01,2.822893176234584911e-01,5.653030578386812888e-01,3.361125286563003689e-01,5.648019213312110987e-02,5.392201456987075758e-01,4.735629061132128337e-01,3.562637566086298557e-01,3.625893588531638873e-02,3.550288293282695129e-01,3.491888877534313207e-01,3.117180210943651386e-01,2.380503099067403372e-01,4.463680998257958388e-01,6.099392824749443054e-02,5.653838060202547311e-01,4.166621537818538390e-01,2.356646343189406079e-01,3.369059902450114996e-01,1.519195170954551477e-02,5.127502275009448302e-02,2.834228294860155484e-01,3.297906469599342083e-01,4.501079884257863650e-01,5.503050011760046711e-01,2.319742744788635680e-01,6.548333067550735076e-02,5.418310034825050137e-01,4.566316241450169566e-01
